taxa,sp_ncbi,species,gtime,gtime.notes
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.363636364,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.163265306,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.24422188,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.738970588,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.848275862,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.589285714,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.725274725,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.638297872,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.336546889,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,3.170068027,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.922222222,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.396551724,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.91954023,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.124378109,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.323529412,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.378881988,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.523415978,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.348370927,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.002935421,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.764705882,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.429577465,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,3.064516129,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.321428571,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,3.363636364,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,3.441176471,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.522222222,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.171428571,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.462365591,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.85,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.113636364,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.483870968,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.532467532,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.701754386,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.2,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.315789474,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.416666667,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.384615385,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.76,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,3.947368421,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,3.695652174,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.923076923,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.184210526,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,3.782608696,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.25,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,3.285714286,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.346938776,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.565217391,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.101398601,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.4,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.8,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.423076923,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.036585366,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.562264151,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,3.443298969,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.758713137,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.341772152,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.035714286,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.774193548,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.447761194,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.796511628,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.894248609,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.082706767,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.461716937,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.38974359,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,3.387096774,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.355932203,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,3.9375,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.095541401,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.217054264,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.509433962,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,3.37037037,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.109022556,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.115384615,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.4375,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.375,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.114285714,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.851851852,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.432432432,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.5,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.655172414,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.314285714,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.904761905,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.163636364,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.454545455,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,5.145833333,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.477272727,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.86440678,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.0625,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.841269841,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.178082192,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.338108883,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,3.287234043,Calculated as mean population freshwater age + mean population saltwater age + 1
Fish,Oncorhynchus tshawytscha,Oncorhynchus tshawytscha,4.444444444,Calculated as mean population freshwater age + mean population saltwater age + 1
